work_order_id,vehicle_id,service_date,service_type,parts_replaced,labour_hours,cost_inr,downtime_hours,failure_reported,technician_id
WO-001547,VEH-0621,2024-10-11 00:00:00,Tyre Change,Landing Skid,12.1,15316.29,34.8,,TEC-049
WO-001548,VEH-0072,25-06-2025,Engine Service,Propeller x2,5.3,"27,239.19",46.8,Y,TEC-033
WO-001549,VEH-0072,21-10-2024,Brake Pad Replacement,,N/A,"39,072.15",11.4,N,TEC-078
WO-001550,VEH-0466,2024-03-19 00:00:00,Tyre Change,Battery Pack,13.7,26589.08,79.2,no,TEC-028
WO-001551,VEH-0466,27-07-2024,Routine Inspection,,7.2,35732.0,42.2,yes,TEC-075
WO-001552,VEH-0466,21-04-2024,Tyre Change,Battery Pack,12.8,INR 39488.45,9.2,Y,TEC-122
WO-001553,VEH-0466,21/06/2025 00:00,Engine Service,Landing Skid,11.2,INR 32784.45,14.4,no,TEC-163
WO-001554,VEH-0466,2025-03-07 00:00:00,Firmware Update,Propeller x2,7.8,8258.64,60.0,,TEC-091
WO-001555,VEH-0466,2024-01-30 00:00:00,Frame Repair,"Brake Pads, Fluid",5.7,3010.13,15.1,Y,TEC-150
WO-001556,VEH-0053,06-04-2024,Tyre Change,Propeller x2,7.6,INR 40466.40,84.4,Y,TEC-041
WO-001557,VEH-0053,24-07-2024,Propeller Replacement,"Motor, ESC",8.5,36226.53,39.0,,TEC-117
WO-001558,VEH-0053,14-10-2024,Landing Gear Fix,"Brake Pads, Fluid",8.6,12018.55,18.2,Y,TEC-093
WO-001559,VEH-0492,14/03/2025 00:00,Landing Gear Fix,Battery Pack,6.5,25021.17,93.6,,TEC-008
WO-001560,VEH-0492,06/03/2024 00:00,Routine Inspection,"Brake Pads, Fluid",3.0,28568.87,35.4,yes,TEC-088
WO-001561,VEH-0017,10-11-2024,Tyre Change,"Brake Pads, Fluid",6.1,INR 2427.96,9.8,Y,TEC-139
WO-001562,VEH-0017,2025-04-04 00:00:00,Propeller Replacement,"Brake Pads, Fluid",12.9,47747.57,24.2,no,TEC-040
WO-001563,VEH-0017,19/05/2024 00:00,Firmware Update,Battery Pack,5.5,"32,951.11",86.7,,TEC-053
WO-001564,VEH-0017,02-09-2024,Firmware Update,,4.2,12151.77,56.2,Y,TEC-128
WO-001565,VEH-0017,12/01/2024 00:00,Motor Overhaul,"Motor, ESC",6.5,INR 31942.92,18.8,Y,TEC-054
WO-001566,VEH-0577,2024-05-28 00:00:00,Tyre Change,Propeller x2,0.6,35595.36,23.0,yes,TEC-063
WO-001567,VEH-0577,2024-08-25 00:00:00,Tyre Change,"Motor, ESC",7.6,28839.01,78.5,N,TEC-116
WO-001568,VEH-0393,12/04/2025 00:00,Propeller Replacement,"Brake Pads, Fluid",7.4,"45,111.32",83.3,yes,TEC-113
WO-001569,VEH-0393,2024-07-24 00:00:00,Propeller Replacement,"Motor, ESC",3.7,40339.0,58.0,yes,TEC-108
WO-001570,VEH-0386,2025-06-15 00:00:00,Battery Pack Swap,Battery Pack,12.2,"13,270.86",82.1,,TEC-188
WO-001571,VEH-0445,17-10-2024,Routine Inspection,Propeller x2,9.6,INR 34590.83,26.3,Y,TEC-216
WO-001572,VEH-0445,04-02-2024,Brake Pad Replacement,NA,5.5,17461.31,49.0,yes,TEC-107
WO-001573,VEH-0445,26/05/2025 00:00,Routine Inspection,"Motor, ESC",8.7,INR 27268.80,28.7,,TEC-148
WO-001574,VEH-0445,2025-01-31 00:00:00,Engine Service,"Brake Pads, Fluid",2.4,"47,712.75",38.1,N,TEC-030
WO-001575,VEH-0445,20/08/2024 00:00,Brake Pad Replacement,Propeller x2,4.8,17587.39,37.5,Y,TEC-014
WO-001576,VEH-0445,04/12/2024 00:00,Brake Pad Replacement,,11.1,34772.41,38.9,yes,TEC-046
WO-001577,VEH-0238,2025-05-26 00:00:00,Routine Inspection,"Motor, ESC",11.0,"41,369.38",6.5,no,TEC-010
WO-001578,VEH-0238,2024-10-26 00:00:00,Battery Pack Swap,Propeller x2,10.1,INR 1292.18,77.9,no,TEC-188
WO-001579,VEH-0281,2025-04-02 00:00:00,Landing Gear Fix,,9.4,"28,127.48",84.9,no,TEC-137
WO-001580,VEH-0281,2024-03-21 00:00:00,Propeller Replacement,NA,8.5,INR 29406.30,1.2,,TEC-112
WO-001581,VEH-0281,2024-01-23 00:00:00,Brake Pad Replacement,,3.6,"37,000.81",4.9,,TEC-069
WO-001582,VEH-0281,09-05-2025,Tyre Change,"Brake Pads, Fluid",6.7,INR 25534.06,17.6,,TEC-189
WO-001583,VEH-0281,16-02-2024,Brake Pad Replacement,Battery Pack,-,"36,198.40",4.0,N,TEC-048
WO-001584,VEH-0413,04-11-2024,Routine Inspection,"Brake Pads, Fluid",12.6,36894.1,12.3,Y,TEC-088
WO-001585,VEH-0413,22-08-2024,Tyre Change,"Motor, ESC",8.4,39893.71,61.3,yes,TEC-200
WO-001586,VEH-0413,02-01-2025,Brake Pad Replacement,Propeller x2,6.8,"27,431.49",51.6,no,TEC-189
WO-001587,VEH-0028,07/07/2024 00:00,Engine Service,"Brake Pads, Fluid",3.2,10056.84,85.2,yes,TEC-204
WO-001588,VEH-0028,18/01/2024 00:00,Landing Gear Fix,"Brake Pads, Fluid",13.6,"12,915.22",91.2,,TEC-184
WO-001589,VEH-0028,2024-01-02 00:00:00,Routine Inspection,,5.6,INR 20728.76,16.4,yes,TEC-095
WO-001590,VEH-0728,16/04/2025 00:00,Brake Pad Replacement,Landing Skid,11.7,11499.9,35.3,no,TEC-102
WO-001591,VEH-0728,12/03/2024 00:00,Firmware Update,,10.3,28462.68,26.6,no,TEC-215
WO-001592,VEH-0728,2024-07-06 00:00:00,Routine Inspection,"Brake Pads, Fluid",1.0,"39,944.66",58.2,Y,TEC-102
WO-001593,VEH-0728,26/03/2025 00:00,Landing Gear Fix,Landing Skid,7.8,"25,030.23",73.8,yes,TEC-142
WO-001594,VEH-0728,12/05/2024 00:00,Routine Inspection,"Brake Pads, Fluid",4.2,INR 20667.82,16.1,yes,TEC-085
WO-001595,VEH-0184,20/10/2024 00:00,Motor Overhaul,"Brake Pads, Fluid",3.4,31201.42,40.4,no,TEC-164
WO-001596,VEH-0483,06/06/2024 00:00,Propeller Replacement,"Brake Pads, Fluid",3.6,INR 40061.26,38.1,no,TEC-177
WO-001597,VEH-0483,2024-07-10 00:00:00,Routine Inspection,,7.9,35245.88,61.4,no,TEC-203
WO-001598,VEH-0483,2024-07-20 00:00:00,Tyre Change,"Brake Pads, Fluid",4.6,24877.29,24.9,,TEC-177
WO-001599,VEH-0483,22-04-2024,Battery Pack Swap,Landing Skid,1.4,"25,067.12",90.9,,TEC-158
WO-001600,VEH-0483,03/06/2025 00:00,Battery Pack Swap,Battery Pack,2.5,2578.46,74.4,Y,TEC-116
WO-001601,VEH-0597,22-04-2024,Tyre Change,"Brake Pads, Fluid",9.5,5300.33,9.7,Y,TEC-216
WO-001602,VEH-0661,09/10/2024 00:00,Tyre Change,Battery Pack,-,INR 33769.06,34.6,yes,TEC-178
WO-001603,VEH-0170,18/10/2024 00:00,Engine Service,NA,13.5,"25,233.36",13.4,yes,TEC-091
WO-001604,VEH-0170,28/03/2024 00:00,Brake Pad Replacement,NA,4.5,17264.53,78.2,yes,TEC-092
WO-001605,VEH-0149,2024-07-14 00:00:00,Battery Pack Swap,NA,10.2,18455.09,84.0,no,TEC-120
WO-001606,VEH-0070,05-03-2024,Routine Inspection,,4.4,38752.05,68.2,no,TEC-071
WO-001607,VEH-0070,2025-04-17 00:00:00,Engine Service,,2.3,INR 14876.10,79.5,yes,TEC-015
WO-001608,VEH-0070,2025-04-08 00:00:00,Brake Pad Replacement,"Motor, ESC",13.6,INR 23574.27,61.0,,TEC-014
WO-001609,VEH-0070,2024-08-19 00:00:00,Engine Service,"Brake Pads, Fluid",4.6,3354.06,47.5,Y,TEC-027
WO-001610,VEH-0070,12/10/2024 00:00,Tyre Change,"Motor, ESC",8.8,INR 40700.77,46.2,no,TEC-093
WO-001611,VEH-0318,09/09/2024 00:00,Brake Pad Replacement,NA,12.7,42631.34,54.5,N,TEC-012
WO-001612,VEH-0318,26-07-2024,Brake Pad Replacement,Battery Pack,13.3,INR 27060.18,95.4,yes,TEC-042
WO-001613,VEH-0318,08/10/2024 00:00,Battery Pack Swap,"Motor, ESC",2.4,33574.03,33.0,Y,TEC-074
WO-001614,VEH-0318,06-10-2024,Landing Gear Fix,NA,9.7,INR 33276.76,13.9,Y,TEC-211
WO-001615,VEH-0318,17/04/2025 00:00,Landing Gear Fix,NA,8.4,INR 5133.24,60.7,yes,TEC-180
WO-001616,VEH-0318,2025-04-14 00:00:00,Routine Inspection,Landing Skid,3.8,INR 37409.69,87.7,no,TEC-155
WO-001617,VEH-0102,2025-01-25 00:00:00,Routine Inspection,"Brake Pads, Fluid",11.1,10034.59,38.7,no,TEC-044
WO-001618,VEH-0102,13/04/2024 00:00,Tyre Change,Propeller x2,0.7,INR 28799.17,94.2,,TEC-209
WO-001619,VEH-0102,2024-11-29 00:00:00,Tyre Change,"Motor, ESC",11.9,9205.8,76.5,yes,TEC-209
WO-001620,VEH-0546,08/05/2025 00:00,Engine Service,NA,10.7,INR 41853.39,82.9,Y,TEC-157
WO-001621,VEH-0546,10-06-2024,Battery Pack Swap,NA,6.7,INR 42323.85,33.2,Y,TEC-031
WO-001622,VEH-0546,12-09-2024,Propeller Replacement,NA,5.2,"22,898.76",14.5,yes,TEC-015
WO-001623,VEH-0546,2025-05-13 00:00:00,Brake Pad Replacement,Landing Skid,11.4,INR 11004.36,16.7,Y,TEC-160
WO-001624,VEH-0546,07-02-2025,Motor Overhaul,NA,8.4,INR 34765.81,70.9,Y,TEC-188
WO-001625,VEH-0546,2024-03-20 00:00:00,Frame Repair,Propeller x2,null,INR 41428.36,21.3,Y,TEC-166
WO-001626,VEH-0455,2024-04-28 00:00:00,Engine Service,Battery Pack,7.1,"29,496.73",88.9,,TEC-099
WO-001627,VEH-0455,2024-11-23 00:00:00,Tyre Change,NA,5.1,"16,337.50",52.8,Y,TEC-178
WO-001628,VEH-0455,01-01-2024,Routine Inspection,Landing Skid,6.4,INR 33703.16,13.2,Y,TEC-128
WO-001629,VEH-0455,25/06/2025 00:00,Routine Inspection,Battery Pack,8.3,"29,371.79",73.7,no,TEC-056
WO-001630,VEH-9201,05-05-2024,Propeller Replacement,NA,11.7,2432.6,93.9,no,TEC-130
WO-001631,VEH-0455,2024-05-05 00:00:00,Motor Overhaul,Battery Pack,6.1,16066.09,72.0,no,TEC-116
WO-001632,VEH-0117,23/02/2024 00:00,Engine Service,Propeller x2,,INR 16582.28,23.8,N,TEC-040
WO-001633,VEH-0117,2024-01-02 00:00:00,Landing Gear Fix,Propeller x2,10.6,"10,992.82",23.8,N,TEC-017
WO-001634,VEH-0117,31/01/2024 00:00,Battery Pack Swap,"Brake Pads, Fluid",1.9,31746.13,34.6,yes,TEC-073
WO-001635,VEH-0117,26/01/2024 00:00,Engine Service,"Motor, ESC",10.5,INR 16453.08,65.4,yes,TEC-076
WO-001636,VEH-0417,30-08-2024,Motor Overhaul,"Brake Pads, Fluid",10.5,"31,139.82",72.9,yes,TEC-005
WO-001637,VEH-0417,2024-01-31 00:00:00,Battery Pack Swap,Landing Skid,1.4,42766.01,18.3,yes,TEC-058
WO-001638,VEH-0417,2025-01-14 00:00:00,Routine Inspection,,4.8,INR 39832.16,46.1,yes,TEC-012
WO-001639,VEH-0417,06-05-2024,Tyre Change,Propeller x2,10.1,INR 14721.48,39.0,yes,TEC-201
WO-001640,VEH-0417,11-04-2025,Frame Repair,"Brake Pads, Fluid",13.9,"40,100.20",54.4,,TEC-208
WO-001641,VEH-0629,02/09/2024 00:00,Tyre Change,Battery Pack,1.8,9194.85,4.9,no,TEC-176
WO-001642,VEH-0629,2025-04-25 00:00:00,Tyre Change,Landing Skid,13.8,INR 25349.71,44.6,no,TEC-052
WO-001643,VEH-0027,2025-03-14 00:00:00,Routine Inspection,NA,1.3,33282.14,53.5,,TEC-002
WO-001644,VEH-0027,23/11/2024 00:00,Landing Gear Fix,"Brake Pads, Fluid",2.0,INR 41764.16,36.3,,TEC-090
WO-001645,VEH-0206,11-07-2024,Engine Service,Battery Pack,1.5,INR 31292.04,68.3,no,TEC-021
WO-001646,VEH-0206,16/09/2024 00:00,Motor Overhaul,NA,8.0,INR 39164.11,79.9,,TEC-108
WO-001647,VEH-0206,31-10-2024,Routine Inspection,"Motor, ESC",4.3,INR 35948.21,32.1,no,TEC-045
WO-001648,VEH-0206,2025-01-02 00:00:00,Landing Gear Fix,NA,4.8,42155.97,94.7,yes,TEC-067
WO-001649,VEH-0569,2024-01-06 00:00:00,Engine Service,Battery Pack,4.7,33909.17,21.1,yes,TEC-184
WO-001650,VEH-0569,29-07-2024,Brake Pad Replacement,Battery Pack,6.2,INR 21457.92,16.4,yes,TEC-136
WO-001651,VEH-0569,02/08/2024 00:00,Brake Pad Replacement,,4.2,"35,269.70",8.7,,TEC-195
WO-001652,VEH-0569,10-05-2024,Landing Gear Fix,Landing Skid,1.9,INR 16643.23,8.6,Y,TEC-183
WO-001653,VEH-0569,2024-05-16 00:00:00,Frame Repair,Landing Skid,10.1,"45,616.96",48.5,no,TEC-138
WO-001654,VEH-0569,28-05-2024,Frame Repair,"Motor, ESC",11.3,"28,753.46",67.4,no,TEC-198
WO-001655,VEH-0168,07/03/2025 00:00,Tyre Change,NA,5.4,INR 32846.25,63.3,Y,TEC-126
WO-001656,VEH-0168,13-09-2024,Brake Pad Replacement,Battery Pack,10.1,INR 2284.95,26.0,N,TEC-177
WO-001657,VEH-0004,24/03/2024 00:00,Motor Overhaul,"Brake Pads, Fluid",1.1,"14,703.94",21.4,N,TEC-054
WO-001658,VEH-0004,2024-01-01 00:00:00,Propeller Replacement,Propeller x2,13.6,"18,608.65",20.6,Y,TEC-120
WO-001659,VEH-0004,19/11/2024 00:00,Routine Inspection,,10.0,INR 33356.43,76.5,Y,TEC-059
WO-001660,VEH-0611,13/04/2025 00:00,Frame Repair,Battery Pack,10.7,17170.06,47.9,yes,TEC-080
WO-001661,VEH-0611,13-03-2024,Routine Inspection,,9.7,"33,578.86",12.1,Y,TEC-093
WO-001662,VEH-0558,08-08-2024,Tyre Change,"Brake Pads, Fluid",2.0,INR 31688.93,20.7,Y,TEC-072
WO-001663,VEH-0558,25/04/2024 00:00,Propeller Replacement,Propeller x2,5.1,"10,913.44",28.3,no,TEC-100
WO-001664,VEH-0558,07-04-2024,Landing Gear Fix,Battery Pack,8.9,13993.15,36.2,,TEC-006
WO-001665,VEH-0558,14/05/2024 00:00,Routine Inspection,"Brake Pads, Fluid",3.9,"10,071.48",46.3,no,TEC-052
WO-001666,VEH-0558,23/02/2024 00:00,Frame Repair,"Brake Pads, Fluid",2.7,7181.06,52.6,no,TEC-069
WO-001667,VEH-0558,30/05/2024 00:00,Engine Service,Landing Skid,5.2,INR 5731.65,21.1,N,TEC-063
WO-001668,VEH-0595,2025-06-27 00:00:00,Routine Inspection,"Brake Pads, Fluid",0.9,"36,982.16",44.6,no,TEC-067
WO-001669,VEH-0595,18-06-2024,Battery Pack Swap,Propeller x2,4.7,27266.99,11.7,no,TEC-171
WO-001670,VEH-0595,17/06/2024 00:00,Brake Pad Replacement,,12.5,INR 3214.80,23.4,yes,TEC-038
WO-001671,VEH-0595,2024-01-16 00:00:00,Routine Inspection,"Brake Pads, Fluid",2.3,43189.12,64.8,Y,TEC-026
WO-001672,VEH-0595,27-06-2025,Tyre Change,"Brake Pads, Fluid",3.5,INR 28713.13,92.0,no,TEC-105
WO-001673,VEH-0595,2025-02-12 00:00:00,Motor Overhaul,Battery Pack,12.3,"3,392.15",33.3,N,TEC-078
WO-001674,VEH-0400,26-01-2024,Firmware Update,"Brake Pads, Fluid",2.1,INR 39515.73,28.0,yes,TEC-218
WO-001675,VEH-0539,25/07/2024 00:00,Brake Pad Replacement,Landing Skid,9.9,15104.58,59.5,no,TEC-160
WO-001676,VEH-0539,20/05/2025 00:00,Firmware Update,Propeller x2,3.1,INR 46880.05,24.5,N,TEC-046
WO-001677,VEH-0539,11/03/2024 00:00,Motor Overhaul,NA,10.1,24406.86,24.9,yes,TEC-111
WO-001678,VEH-0539,18/10/2024 00:00,Landing Gear Fix,NA,0.8,"36,127.29",29.7,yes,TEC-211
WO-001679,VEH-0551,09-04-2024,Routine Inspection,"Brake Pads, Fluid",11.5,INR 41809.07,69.4,Y,TEC-201
WO-001680,VEH-0551,14-11-2024,Frame Repair,"Brake Pads, Fluid",8.9,17540.82,23.2,no,TEC-211
WO-001681,VEH-0623,2024-03-21 00:00:00,Tyre Change,Battery Pack,13.1,INR 4878.71,64.2,no,TEC-161
WO-001682,VEH-0623,12/04/2024 00:00,Frame Repair,Propeller x2,13.8,38330.07,84.1,,TEC-113
WO-001683,VEH-0623,22/01/2024 00:00,Landing Gear Fix,Battery Pack,6.1,INR 34884.21,88.4,no,TEC-104
WO-001684,VEH-0623,2024-11-23 00:00:00,Frame Repair,Propeller x2,0.6,INR 21251.08,90.3,Y,TEC-016
WO-001685,VEH-0623,26/07/2024 00:00,Propeller Replacement,Battery Pack,7.5,INR 5398.90,22.4,N,TEC-161
WO-001686,VEH-0175,28-09-2024,Motor Overhaul,"Brake Pads, Fluid",10.6,33306.98,48.1,,TEC-097
WO-001687,VEH-0175,18/03/2025 00:00,Engine Service,Landing Skid,9.7,"1,189.58",23.3,no,TEC-213
WO-001688,VEH-0175,2025-06-10 00:00:00,Frame Repair,Battery Pack,6.5,INR 11104.25,71.4,yes,TEC-058
WO-001689,VEH-0285,15-06-2024,Routine Inspection,Landing Skid,12.5,INR 27136.70,53.5,N,TEC-114
WO-001690,VEH-0285,03-02-2024,Battery Pack Swap,Landing Skid,8.4,44960.55,2.1,no,TEC-071
WO-001691,VEH-0285,02-07-2024,Tyre Change,Battery Pack,9.8,"32,543.62",15.2,,TEC-131
WO-001692,VEH-0693,29-10-2024,Landing Gear Fix,Battery Pack,7.8,"43,742.04",40.6,Y,TEC-009
WO-001693,VEH-0693,10-07-2024,Frame Repair,"Brake Pads, Fluid",3.5,20629.51,92.8,no,TEC-127
WO-001694,VEH-0693,11/05/2025 00:00,Battery Pack Swap,Propeller x2,6.7,INR 17741.74,33.7,N,TEC-158
WO-001695,VEH-0693,02/07/2024 00:00,Brake Pad Replacement,"Brake Pads, Fluid",1.1,INR 28062.37,57.7,yes,TEC-202
WO-001696,VEH-9981,16/03/2024 00:00,Firmware Update,NA,8.5,"5,457.72",86.8,yes,TEC-196
WO-001697,VEH-0452,06-05-2025,Landing Gear Fix,Battery Pack,7.3,28197.28,9.4,no,TEC-079
WO-001698,VEH-0452,2024-07-20 00:00:00,Landing Gear Fix,Propeller x2,1.3,40191.32,71.4,Y,TEC-002
WO-001699,VEH-0452,23-12-2024,Firmware Update,Propeller x2,4.4,INR 901.64,78.6,Y,TEC-049
WO-001700,VEH-0452,2025-05-23 00:00:00,Propeller Replacement,"Brake Pads, Fluid",13.4,"24,291.93",26.2,yes,TEC-073
WO-001701,VEH-0452,10/01/2024 00:00,Landing Gear Fix,Battery Pack,3.4,"19,566.28",63.8,Y,TEC-087
WO-001702,VEH-0452,2024-10-15 00:00:00,Engine Service,Landing Skid,13.9,INR 35582.61,27.8,Y,TEC-016
WO-001703,VEH-0441,2025-06-02 00:00:00,Battery Pack Swap,NA,11.6,INR 41028.61,22.9,Y,TEC-166
WO-001704,VEH-0727,07/03/2025 00:00,Motor Overhaul,Battery Pack,12.3,39235.42,92.0,yes,TEC-001
WO-001705,VEH-0727,2024-03-25 00:00:00,Battery Pack Swap,NA,1.0,4643.21,29.4,no,TEC-001
WO-001706,VEH-0727,16-05-2025,Routine Inspection,Landing Skid,11.2,41706.44,60.9,,TEC-125
WO-001707,VEH-0727,2025-01-16 00:00:00,Firmware Update,Propeller x2,12.7,"19,020.76",1.6,no,TEC-173
WO-001708,VEH-0727,20/12/2024 00:00,Propeller Replacement,"Brake Pads, Fluid",12.0,"20,288.96",65.4,no,TEC-019
WO-001709,VEH-0727,2024-09-13 00:00:00,Motor Overhaul,NA,6.1,"10,841.63",63.6,no,TEC-154
WO-001710,VEH-0668,30/01/2024 00:00,Motor Overhaul,NA,9.9,39140.56,50.2,no,TEC-186
WO-001711,VEH-0668,04/06/2025 00:00,Motor Overhaul,Landing Skid,11.5,19913.55,44.5,,TEC-132
WO-001712,VEH-0668,21/02/2024 00:00,Propeller Replacement,Battery Pack,11.2,14078.96,16.4,yes,TEC-021
WO-001713,VEH-0668,13-04-2024,Brake Pad Replacement,,12.2,"28,723.27",87.0,,TEC-086
WO-001714,VEH-0668,2024-01-24 00:00:00,Firmware Update,,11.8,"15,014.19",2.1,Y,TEC-017
WO-001715,VEH-0668,31-12-2024,Engine Service,Battery Pack,6.8,3120.95,5.9,yes,TEC-024
WO-001716,VEH-0350,22/01/2025 00:00,Engine Service,"Motor, ESC",4.1,"26,826.68",39.4,,TEC-179
WO-001717,VEH-0298,12/03/2025 00:00,Propeller Replacement,Battery Pack,12.3,INR 1853.77,45.6,no,TEC-185
WO-001718,VEH-0298,17/05/2024 00:00,Firmware Update,Propeller x2,7.8,INR 30103.37,17.3,,TEC-215
WO-001719,VEH-0298,20-04-2025,Landing Gear Fix,Propeller x2,unknown,INR 41255.33,53.7,no,TEC-220
WO-001720,VEH-0612,2025-04-12 00:00:00,Landing Gear Fix,Propeller x2,3.2,27475.07,39.7,N,TEC-198
WO-001721,VEH-0613,15-12-2024,Tyre Change,,12.7,28599.12,61.9,yes,TEC-197
WO-001722,VEH-0613,2024-04-25 00:00:00,Firmware Update,NA,10.3,INR 42034.14,15.6,N,TEC-187
WO-001723,VEH-0613,07/05/2024 00:00,Propeller Replacement,,unknown,INR 14339.16,27.0,Y,TEC-030
WO-001724,VEH-0613,27-02-2024,Tyre Change,Propeller x2,11.5,"14,777.46",69.7,Y,TEC-176
WO-001725,VEH-0613,23/11/2024 00:00,Engine Service,"Brake Pads, Fluid",2.1,19832.16,51.1,,TEC-203
WO-001726,VEH-0613,2024-12-07 00:00:00,Engine Service,"Brake Pads, Fluid",4.8,42928.93,25.7,yes,TEC-135
WO-001727,VEH-0024,15/03/2024 00:00,Brake Pad Replacement,,5.3,INR 46288.72,58.2,Y,TEC-083
WO-001728,VEH-0024,12/10/2024 00:00,Tyre Change,"Brake Pads, Fluid",11.7,26699.86,9.7,,TEC-146
WO-001729,VEH-0391,2025-05-20 00:00:00,Engine Service,Battery Pack,0.9,"33,251.00",20.5,N,TEC-047
WO-001730,VEH-0159,31-03-2025,Brake Pad Replacement,NA,3.2,40350.28,52.0,Y,TEC-111
WO-001731,VEH-0159,18-03-2025,Battery Pack Swap,Battery Pack,-,"37,917.55",16.8,no,TEC-163
WO-001732,VEH-0159,2025-06-30 00:00:00,Motor Overhaul,,5.0,38409.53,41.4,N,TEC-046
WO-001733,VEH-0550,2025-05-28 00:00:00,Motor Overhaul,Propeller x2,9.8,INR 16010.61,70.5,N,TEC-062
WO-001734,VEH-0550,26-10-2024,Frame Repair,NA,5.4,"30,245.78",36.6,Y,TEC-198
WO-001735,VEH-9493,20/03/2024 00:00,Firmware Update,Battery Pack,2.6,32754.21,89.7,N,TEC-150
WO-001736,VEH-0550,2024-06-09 00:00:00,Engine Service,Battery Pack,13.6,"16,085.44",89.5,no,TEC-122
WO-001737,VEH-0581,2024-11-21 00:00:00,Propeller Replacement,NA,13.4,INR 41259.36,95.0,,TEC-089
WO-001738,VEH-0317,14/10/2024 00:00,Landing Gear Fix,,11.7,INR 7128.50,56.4,N,TEC-051
WO-001739,VEH-0570,2024-08-10 00:00:00,Landing Gear Fix,Propeller x2,6.8,"36,851.23",28.6,yes,TEC-029
WO-001740,VEH-0570,2024-01-25 00:00:00,Tyre Change,Battery Pack,8.8,INR 5922.59,89.4,N,TEC-026
WO-001741,VEH-0570,2025-04-27 00:00:00,Engine Service,Battery Pack,13.2,INR 44044.79,28.8,Y,TEC-061
WO-001742,VEH-0570,12/04/2025 00:00,Brake Pad Replacement,Landing Skid,8.7,INR 46214.97,49.3,yes,TEC-037
WO-001743,VEH-0570,2024-08-12 00:00:00,Propeller Replacement,"Brake Pads, Fluid",12.6,14710.29,87.3,no,TEC-003
WO-001744,VEH-0570,05-08-2024,Brake Pad Replacement,NA,4.9,INR 1446.24,17.4,yes,TEC-066
WO-001745,VEH-0426,28-05-2025,Motor Overhaul,Propeller x2,3.6,INR 47183.19,53.1,N,TEC-048
WO-001746,VEH-0426,2025-05-22 00:00:00,Battery Pack Swap,,7.2,INR 26635.17,26.7,no,TEC-035
WO-001747,VEH-0426,07/09/2024 00:00,Brake Pad Replacement,Propeller x2,8.2,34299.52,67.9,N,TEC-220
WO-001748,VEH-0421,29/05/2024 00:00,Engine Service,Battery Pack,4.1,"36,680.66",93.8,,TEC-121
WO-001749,VEH-0579,13-05-2024,Motor Overhaul,"Motor, ESC",12.2,INR 41646.84,9.1,Y,TEC-092
WO-001750,VEH-0579,29/12/2024 00:00,Tyre Change,,1.4,16103.34,87.8,no,TEC-100
WO-001751,VEH-0036,2025-02-28 00:00:00,Propeller Replacement,NA,  ,25311.48,26.4,N,TEC-163
WO-001752,VEH-0507,2025-01-22 00:00:00,Propeller Replacement,"Brake Pads, Fluid",4.7,32698.7,85.7,no,TEC-182
WO-001753,VEH-0074,19-03-2024,Routine Inspection,Landing Skid,8.1,"37,576.03",42.5,no,TEC-012
WO-001754,VEH-0074,18-03-2025,Brake Pad Replacement,Propeller x2,11.8,INR 8127.40,83.0,N,TEC-038
WO-001755,VEH-0148,05-05-2024,Propeller Replacement,Battery Pack,8.8,INR 42487.95,73.0,Y,TEC-186
WO-001756,VEH-0148,22-04-2024,Brake Pad Replacement,"Motor, ESC",8.3,"41,729.25",91.9,no,TEC-215
WO-001757,VEH-0148,24-05-2025,Firmware Update,NA,4.5,"35,979.91",41.5,yes,TEC-056
WO-001758,VEH-0148,13-06-2024,Landing Gear Fix,Propeller x2,10.5,"13,857.10",70.3,no,TEC-191
WO-001759,VEH-0235,2024-06-24 00:00:00,Motor Overhaul,Propeller x2,8.4,"9,286.05",59.0,N,TEC-008
WO-001760,VEH-0235,2024-03-09 00:00:00,Tyre Change,"Motor, ESC",9.5,INR 45960.89,71.0,Y,TEC-158
WO-001761,VEH-0640,30-07-2024,Frame Repair,,12.9,INR 10770.13,53.0,N,TEC-112
WO-001762,VEH-0553,2025-03-04 00:00:00,Motor Overhaul,Propeller x2,3.3,INR 11911.65,88.8,Y,TEC-105
WO-001763,VEH-0553,18/01/2025 00:00,Tyre Change,"Brake Pads, Fluid",6.7,"2,281.51",35.7,no,TEC-056
WO-001764,VEH-0553,2024-08-27 00:00:00,Brake Pad Replacement,Landing Skid,1.3,"4,935.43",78.2,no,TEC-067
WO-001765,VEH-0573,2024-01-08 00:00:00,Tyre Change,"Brake Pads, Fluid",7.4,"42,031.64",37.8,yes,TEC-067
WO-001766,VEH-0573,10-12-2024,Battery Pack Swap,Propeller x2,12.7,28152.92,51.3,,TEC-195
WO-001767,VEH-0573,27/03/2024 00:00,Brake Pad Replacement,"Brake Pads, Fluid",11.9,"41,243.87",90.9,yes,TEC-116
WO-001768,VEH-0573,21/08/2024 00:00,Frame Repair,Landing Skid,1.7,31661.26,48.4,no,TEC-048
WO-001769,VEH-0573,26-02-2024,Frame Repair,"Motor, ESC",4.3,23836.87,23.9,N,TEC-056
WO-001770,VEH-0573,2024-07-01 00:00:00,Engine Service,NA,6.4,26637.06,5.0,,TEC-187
WO-001771,VEH-0222,2024-12-11 00:00:00,Frame Repair,NA,4.6,27803.81,88.2,no,TEC-126
